Ortholog	Version	Category	Description
COG2052	5.0	S	Domain of unknown function (DUF370)
32RR6	5.0	C	This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation
30QCP	5.0	S	NA
32YB3	5.0	S	NA
32RMS	5.0	K	Promotes RNA polymerase assembly. Latches the N- and C- terminal regions of the beta' subunit thereby facilitating its interaction with the beta and alpha subunits
332KX	5.0	C	This b-type cytochrome is tightly associated with the reaction center of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation
2ZMJ2	5.0	S	PFAM photosystem I reaction centre, subunit XI
COG1641	5.0	S	lyase activity
COG1641	5.0	H	Involved in the biosynthesis of a nickel-pincer cofactor ((SCS)Ni(II) pincer complex). Binds Ni(2 ), and functions in nickel delivery to pyridinium-3,5-bisthiocarboxylic acid mononucleotide (P2TMN), to form the mature cofactor. Is thus probably required for the activation of nickel-pincer cofactor- dependent enzymes
330JR	5.0	S	PFAM metallothionein family 14
COG3957	5.0	G	D-xylulose 5-phosphate D-fructose 6-phosphate phosphoketolase
339PB	5.0	S	photosynthesis, light reaction
COG2046	5.0	P	sulfate adenylyltransferase (ATP) activity
COG2046	5.0	P	Belongs to the sulfate adenylyltransferase family
COG4399	5.0	C	Belongs to the UPF0754 family
COG4399	5.0	S	NA
COG3128	5.0	S	L-ascorbic acid binding
COG3128	5.0	O	pkhd-type hydroxylase
2Z7TN	5.0	P	One of the components of the core complex of photosystem II (PSII). It binds chlorophyll and helps catalyze the primary light-induced photochemical processes of PSII. PSII is a light- driven water plastoquinone oxidoreductase, using light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation
32ZB0	5.0	S	Controls the interaction of photosystem II (PSII) cores with the light-harvesting antenna
COG1799	5.0	D	cell septum assembly
COG1489	5.0	L	DNA binding
COG1489	5.0	S	positive regulation of transcription, DNA-templated
3137T	5.0	J	Probably a ribosomal protein or a ribosome-associated protein
2Z7YX	5.0	S	photosynthesis
COG0362	5.0	G	phosphogluconate dehydrogenase (decarboxylating) activity
COG0362	5.0	G	Catalyzes the oxidative decarboxylation of 6- phosphogluconate to ribulose 5-phosphate and CO(2), with concomitant reduction of NADP to NADPH
COG2094	5.0	L	alkylbase DNA N-glycosylase activity
COG2094	5.0	L	Belongs to the DNA glycosylase MPG family
2Z7NE	5.0	C	Phycocyanin beta subunit
2ZBMI	5.0	C	electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration
2Z7RN	5.0	C	Catalyzes the four-electron reduction of biliverdin IX- alpha (2-electron reduction at both the A and D rings)
COG0696	5.0	G	glucose catabolic process
COG0696	5.0	G	Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate
31AQM	5.0	C	electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration
COG0716	5.0	C	FMN binding
32ZM4	5.0	C	electron donor, via FMN and iron-sulfur (Fe-S) centers, to quinones in the respiratory and or the photosynthetic chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation, and thus conserves the redox energy in a proton gradient. Cyanobacterial NDH-1 also plays a role in inorganic carbon- concentration
COG2103	5.0	S	N-acetylmuramic acid catabolic process
COG2103	5.0	G	Specifically catalyzes the cleavage of the D-lactyl ether substituent of MurNAc 6-phosphate, producing GlcNAc 6- phosphate and D-lactate
COG1897	5.0	E	L-methionine biosynthetic process from homoserine via O-succinyl-L-homoserine and cystathionine
2Z87P	5.0	C	photosynthetic electron transport in photosystem II
2Z85C	5.0	C	protein-chromophore linkage
2ZR1B	5.0	S	Phycobilisome degradation protein nblA
2Z8DN	5.0	U	ion transport
2Z7ZP	5.0	S	oxygen evolving activity
33A5A	5.0	S	photosynthesis
COG1195	5.0	L	it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP
COG1195	5.0	L	single-stranded DNA binding
COG3010	5.0	G	N-acylglucosamine-6-phosphate 2-epimerase activity
COG3010	5.0	G	Converts N-acetylmannosamine-6-phosphate (ManNAc-6-P) to N-acetylglucosamine-6-phosphate (GlcNAc-6-P)
315SX	5.0	S	PFAM RbcX protein
COG1791	5.0	S	acireductone dioxygenase [iron(II)-requiring] activity
COG1791	5.0	S	Catalyzes 2 different reactions between oxygene and the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK-MTPene) depending upon the metal bound in the active site. Fe-containing acireductone dioxygenase (Fe-ARD) produces formate and 2-keto-4- methylthiobutyrate (KMTB), the alpha-ketoacid precursor of methionine in the methionine recycle pathway. Ni-containing acireductone dioxygenase (Ni-ARD) produces methylthiopropionate, carbon monoxide and formate, and does not lie on the methionine recycle pathway
3313D	5.0	S	Stabilizes the interaction between PsaC and the PSI core, assists the docking of the ferredoxin to PSI and interacts with ferredoxin-NADP oxidoreductase
COG1070	5.0	G	Carbohydrate kinase
COG1070	5.0	G	xylulokinase activity
COG4229	5.0	E	Bifunctional enzyme that catalyzes the enolization of 2,3-diketo-5-methylthiopentyl-1-phosphate (DK-MTP-1-P) into the intermediate 2-hydroxy-3-keto-5-methylthiopentenyl-1-phosphate (HK-MTPenyl-1-P), which is then dephosphorylated to form the acireductone 1,2-dihydroxy-3-keto-5-methylthiopentene (DHK- MTPene)
COG4229	5.0	E	acireductone synthase activity
31GDS	5.0	S	photosynthesis
2Z7VA	5.0	P	photosynthetic electron transport in photosystem II
32XZT	5.0	C	oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor
332MV	5.0	S	One of the components of the core complex of photosystem II (PSII), required for its stability and or assembly. PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation
33CII	5.0	U	photosynthesis
COG3794	5.0	C	copper ion binding
COG3794	5.0	C	PFAM blue (type 1) copper domain protein
33ABP	5.0	S	One of the components of the core complex of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation
COG0182	5.0	J	Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1- P)
COG0182	5.0	J	S-methyl-5-thioribose-1-phosphate isomerase activity
33BE9	5.0	U	Component of the cytochrome b6-f complex, which mediates electron transfer between photosystem II (PSII) and photosystem I (PSI), cyclic electron flow around PSI, and state transitions. PetG is required for either the stability or assembly of the cytochrome b6-f complex
2Z8JK	5.0	C	Photosystem II (PSII) is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation. The D1 D2 (PsbA PsbA) reaction center heterodimer binds P680, the primary electron donor of PSII as well as several subsequent electron acceptors. D2 is needed for assembly of a stable PSII complex
COG4577	5.0	CQ	Carbon dioxide concentrating mechanism carboxysome shell protein
COG4577	5.0	CQ	ethanolamine catabolic process
COG5322	5.0	S	NA
COG5322	5.0	GT	oxidoreductase activity
COG4576	5.0	CQ	ethanolamine utilization protein EutN carboxysome structural protein Ccml
COG1240	5.0	H	Involved in chlorophyll biosynthesis. Catalyzes the insertion of magnesium ion into protoporphyrin IX to yield Mg- protoporphyrin IX
COG1240	5.0	H	magnesium chelatase activity
2Z8HQ	5.0	S	circadian rhythm
COG0297	5.0	G	glycogen (starch) synthase activity
COG0083	5.0	E	homoserine kinase activity
COG1903	5.0	H	cobalamin biosynthetic process
COG1903	5.0	H	Catalyzes the methylation of C-1 in cobalt-precorrin-5B to form cobalt-precorrin-6A
COG1060	5.0	H	Radical SAM enzyme that catalyzes the addition of the adenosyl radical to the double bond of 3- (1- carboxyvinyl)oxy benzoate, leading to aminodeoxyfutalosine (AFL), a key intermediate in the formation of menaquinone (MK, vitamin K2) from chorismate
COG1060	5.0	H	7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase activity
COG2710	5.0	C	oxidoreductase activity, acting on iron-sulfur proteins as donors
COG2710	5.0	C	Component of the dark-operative protochlorophyllide reductase (DPOR) that uses Mg-ATP and reduced ferredoxin to reduce ring D of protochlorophyllide (Pchlide) to form chlorophyllide a (Chlide). This reaction is light-independent. The NB-protein
COG0636	5.0	C	F(1)F(0) ATP synthase produces ATP from ADP in the presence of a proton or sodium gradient. F-type ATPases consist of two structural domains, F(1) containing the extramembraneous catalytic core and F(0) containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation
COG0636	5.0	C	ATP hydrolysis coupled proton transport
COG3487	5.0	P	Iron-regulated protein
COG3487	5.0	P	Imelysin
COG1165	5.0	H	2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylic-acid synthase activity
COG1165	5.0	H	Catalyzes the thiamine diphosphate-dependent decarboxylation of 2-oxoglutarate and the subsequent addition of the resulting succinic semialdehyde-thiamine pyrophosphate anion to isochorismate to yield 2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate (SEPHCHC)
2Z92X	5.0	S	chlorophyll a b binding light-harvesting protein
COG0448	5.0	H	Catalyzes the synthesis of ADP-glucose, a sugar donor used in elongation reactions on alpha-glucans
COG0448	5.0	G	glucose-1-phosphate adenylyltransferase activity
COG0467	5.0	T	Core component of the KaiABC clock protein complex, which constitutes the main circadian regulator in cyanobacteria. Binds to DNA. The KaiABC complex may act as a promoter-nonspecific transcription regulator that represses transcription, possibly by acting on the state of chromosome compaction
COG0467	5.0	T	regulation of circadian rhythm
COG1494	5.0	G	sedoheptulose-bisphosphatase activity
COG1494	5.0	G	fructose-1,6-bisphosphatase
COG1348	5.0	P	The key enzymatic reactions in nitrogen fixation are catalyzed by the nitrogenase complex which has 2 components the iron protein and the molybdenum-iron protein
COG1348	5.0	P	oxidoreductase activity, acting on iron-sulfur proteins as donors
32YQR	5.0	S	One of the components of the core complex of photosystem II (PSII). PSII is a light-driven water plastoquinone oxidoreductase that uses light energy to abstract electrons from H(2)O, generating O(2) and a proton gradient subsequently used for ATP formation. It consists of a core antenna complex that captures photons, and an electron transfer chain that converts photonic excitation into a charge separation
COG3429	5.0	G	Glucose-6-phosphate dehydrogenase subunit
2Z7IG	5.0	S	NA
COG0381	5.0	M	UDP-N-acetylglucosamine 2-epimerase activity
COG1166	5.0	H	arginine decarboxylase activity
32YIH	5.0	S	photosynthesis
COG0205	5.0	G	6-phosphofructokinase activity
COG1725	5.0	K	DNA-binding transcription factor activity
COG1725	5.0	K	Transcriptional regulator
COG1357	5.0	F	PFAM Pentapeptide repeats (8 copies)
COG1357	5.0	S	protein homooligomerization
COG1010	5.0	H	cobalamin biosynthetic process
COG1010	5.0	H	Tetrapyrrole (Corrin/Porphyrin) Methylases
COG2073	5.0	H	Cobalamin synthesis G C-terminus
COG2073	5.0	H	Cobalamin biosynthesis protein cbiG
COG1606	5.0	S	NA
COG1606	5.0	L	tRNA processing
COG3597	5.0	C	protein domain associated with
COG3597	5.0	S	protein domain associated with
2Z8C3	5.0	S	PFAM Tic22-like family
COG0076	5.0	E	pyridoxal phosphate binding
COG0076	5.0	E	glutamate decarboxylase activity
2ZNXN	5.0	S	Alternative locus ID
COG1912	5.0	S	transferase activity, transferring alkyl or aryl (other than methyl) groups
COG1912	5.0	F	Pfam S-adenosyl-l-methionine hydroxide adenosyltransferase
32SS9	5.0	S	NA
COG2082	5.0	H	Precorrin-8x methylmutase
COG2082	5.0	H	precorrin-8X methylmutase activity
COG4240	5.0	S	uridine kinase activity
COG4240	5.0	V	helicase activity
COG1189	5.0	J	hemolysis in other organism
COG1189	5.0	J	Ribosomal RNA methyltransferase RrmJ FtsJ
COG3222	5.0	Q	Protein conserved in bacteria
COG3222	5.0	S	Uncharacterized protein conserved in bacteria (DUF2064)
330BX	5.0	S	PFAM Uncharacterised protein family Ycf33
COG4448	5.0	E	L-asparaginase II
COG2099	5.0	H	precorrin-6A reductase activity
COG2099	5.0	H	Precorrin-6x reductase
COG1218	5.0	P	3'(2'),5'-bisphosphate nucleotidase
COG1218	5.0	P	3'(2'),5'-bisphosphate nucleotidase activity
COG4359	5.0	E	Dephosphorylates 2-hydroxy-3-keto-5-methylthiopentenyl- 1-phosphate (HK-MTPenyl-1-P) yielding 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene)
COG4359	5.0	E	L-methionine salvage from methylthioadenosine
COG3499	5.0	S	Phage P2 GpU
COG3499	5.0	S	P2 GpU family protein
COG2740	5.0	K	Protein of unknown function (DUF448)
COG2740	5.0	K	Nucleic-acid-binding protein implicated in transcription termination
COG1429	5.0	H	ligase activity, forming nitrogen-metal bonds, forming coordination complexes
COG1429	5.0	H	ligase activity, forming nitrogen-metal bonds
COG3329	5.0	S	Na+-dependent bicarbonate transporter superfamily
COG1372	5.0	L	Participates in initiation and elongation during chromosome replication
COG1372	5.0	L	intein-mediated protein splicing
COG0803	5.0	P	cell adhesion
COG0803	5.0	P	Belongs to the bacterial solute-binding protein 9 family
COG1121	5.0	P	(ABC) transporter
COG1121	5.0	P	zinc-transporting ATPase activity
COG4597	5.0	P	amino acid ABC transporter
COG4597	5.0	P	amino acid transport
COG4802	5.0	C	Ferredoxin thioredoxin reductase catalytic beta chain
COG4802	5.0	C	ferredoxin-thioredoxin reductase activity
COG0025	5.0	P	NhaP-type Na H and K H
COG0025	5.0	P	sodium:proton antiporter activity
COG1316	5.0	K	cell wall organization
COG1316	5.0	K	TRANSCRIPTIONal
COG1586	5.0	H	adenosylmethionine decarboxylase activity
COG1586	5.0	E	Catalyzes the decarboxylation of S-adenosylmethionine to S-adenosylmethioninamine (dcAdoMet), the propylamine donor required for the synthesis of the polyamines spermine and spermidine from the diamine putrescine
COG4587	5.0	S	ABC-2 family transporter protein
COG4587	5.0	S	transport system, permease component
COG1592	5.0	C	Rubrerythrin
COG2140	5.0	G	Oxalate decarboxylase
COG2140	5.0	G	oxalate decarboxylase activity
COG5519	5.0	L	DNA primase
COG5519	5.0	L	NA
COG1922	5.0	M	lipopolysaccharide N-acetylmannosaminouronosyltransferase activity
COG1161	5.0	P	Required for a late step of 50S ribosomal subunit assembly. Has GTPase activity
COG1161	5.0	S	GTP binding
COG1266	5.0	S	peptidase activity
COG1266	5.0	V	CAAX protease self-immunity
COG1811	5.0	S	Na channel or pump
COG1811	5.0	S	Protein of unknown function (DUF554)
COG1547	5.0	Q	Domain of unknown function (DUF309)
COG1547	5.0	S	Domain of unknown function (DUF309)
COG1575	5.0	H	vitamin K biosynthetic process
COG1575	5.0	H	Belongs to the MenA family. Type 1 subfamily
COG1645	5.0	L	bacterial-type flagellum-dependent swarming motility
COG1645	5.0	S	bacterial-type flagellum-dependent swarming motility
2Z8DQ	5.0	S	NA
COG1837	5.0	S	KH domain
COG1837	5.0	L	Belongs to the UPF0109 family
COG1453	5.0	C	Aldo Keto reductase
COG1453	5.0	S	Aldo/keto reductase family
32ZJ2	5.0	S	Protein of unknown function (DUF2862)
COG0170	5.0	I	dolichyl monophosphate biosynthetic process
COG0371	5.0	C	glycerol-1-phosphate dehydrogenase [NAD(P)+] activity
COG0371	5.0	C	Dehydrogenase
COG3011	5.0	S	NA
COG3011	5.0	CH	Protein conserved in bacteria
COG0819	5.0	K	thiaminase activity
COG0819	5.0	K	Catalyzes an amino-pyrimidine hydrolysis reaction at the C5' of the pyrimidine moiety of thiamine compounds, a reaction that is part of a thiamine salvage pathway
32YHW	5.0	S	NA
COG1100	5.0	F	Small GTP-binding protein
COG1100	5.0	S	GTP binding
COG1193	5.0	L	negative regulation of DNA recombination
31GFC	5.0	S	NA
COG0349	5.0	J	ribonuclease D activity
COG0349	5.0	J	Exonuclease involved in the 3' processing of various precursor tRNAs. Initiates hydrolysis at the 3'-terminus of an RNA molecule and releases 5'-mononucleotides
COG0676	5.0	G	glucose-6-phosphate 1-epimerase activity
2Z8TC	5.0	S	NA
2Z81S	5.0	C	PFAM Phycobilisome protein
2ZINT	5.0	S	NA
COG3693	5.0	G	PFAM glycoside hydrolase, family 10
COG3693	5.0	G	endo-1,4-beta-xylanase activity
COG3408	5.0	G	amylo-alpha-1,6-glucosidase activity
COG3408	5.0	G	Glycogen debranching enzyme
2ZVSU	5.0	S	NA
2ZC00	5.0	E	protein-phycocyanobilin linkage
COG1625	5.0	C	Protein of unknown function (DUF512)
2Z85P	5.0	S	Protein of unknown function (DUF2396)
COG3596	5.0	KLT	GTP binding
COG3596	5.0	S	GTP binding
COG2149	5.0	S	response to oxidative stress
COG2149	5.0	S	membrane
COG2214	5.0	O	protein transport
COG2214	5.0	O	Heat shock protein DnaJ domain protein
COG1108	5.0	P	ATPase activity, coupled to transmembrane movement of substances
COG1108	5.0	P	ABC-type Mn2 Zn2 transport systems permease components
COG2898	5.0	S	lysyltransferase activity
COG2898	5.0	K	Catalyzes the transfer of a lysyl group from L-lysyl- tRNA(Lys) to membrane-bound phosphatidylglycerol (PG), which produces lysylphosphatidylglycerol (LPG), a major component of the bacterial membrane with a positive net charge. LPG synthesis contributes to bacterial virulence as it is involved in the resistance mechanism against cationic antimicrobial peptides (CAMP) produces by the host's immune system (defensins, cathelicidins) and by the competing microorganisms
COG1900	5.0	C	Homocysteine biosynthesis enzyme, sulfur-incorporation
COG1900	5.0	S	Homocysteine biosynthesis enzyme, sulfur-incorporation
COG0595	5.0	S	5'-3' exoribonuclease activity
COG0595	5.0	H	An RNase that has 5'-3' exonuclease and possibly endonuclease activity. Involved in maturation of rRNA and in some organisms also mRNA maturation and or decay
COG1169	5.0	HQ	isochorismate synthase
COG1169	5.0	HQ	isochorismate synthase activity
COG0274	5.0	F	Catalyzes a reversible aldol reaction between acetaldehyde and D-glyceraldehyde 3-phosphate to generate 2-deoxy- D-ribose 5-phosphate
COG0274	5.0	F	deoxyribose-phosphate aldolase activity
COG4354	5.0	G	Bile acid beta-glucosidase
COG4354	5.0	G	intracellular protein transport
COG1963	5.0	S	PFAM Acid phosphatase vanadium-dependent haloperoxidase related
COG1963	5.0	S	Acid phosphatase vanadium-dependent haloperoxidase related
2ZBQN	5.0	S	Photosystem I reaction
2ZX30	5.0	S	InterPro IPR009666
COG4445	5.0	FJ	tRNA-(MS[2]IO[6]A)-hydroxylase (MiaE)
COG4401	5.0	E	Catalyzes the Claisen rearrangement of chorismate to prephenate. Probably involved in the aromatic amino acid biosynthesis
COG4401	5.0	E	Chorismate mutase type I
COG3956	5.0	E	TIGRFAM MazG family protein
COG2385	5.0	D	sporulation resulting in formation of a cellular spore
COG1876	5.0	M	peptidase activity
COG1876	5.0	M	D-alanyl-D-alanine carboxypeptidase
COG3498	5.0	S	tail tube protein
COG3498	5.0	S	Phage tail tube protein FII
COG3500	5.0	L	Late control gene D protein
COG3500	5.0	S	NA
2Z7RG	5.0	C	protein-chromophore linkage
COG2936	5.0	S	dipeptidyl-peptidase activity
COG2936	5.0	V	dipeptidyl-peptidase activity
COG1543	5.0	S	1,4-alpha-glucan branching enzyme activity (using a glucosylated glycogenin as primer for glycogen synthesis)
COG1543	5.0	G	Belongs to the glycosyl hydrolase 57 family
COG2239	5.0	P	magnesium ion transmembrane transporter activity
COG2239	5.0	P	Acts as a magnesium transporter
COG3046	5.0	S	protein related to deoxyribodipyrimidine photolyase
COG3046	5.0	S	Deoxyribodipyrimidine photo-lyase-related protein
COG1563	5.0	P	Domain of unknown function (DUF4040)
COG0338	5.0	L	bacterial-type DNA replication initiation
COG0338	5.0	L	D12 class N6 adenine-specific DNA methyltransferase
COG2241	5.0	H	cobalamin biosynthetic process
COG2241	5.0	H	protein methyltransferase activity
COG2242	5.0	H	cobalamin biosynthetic process
COG2242	5.0	H	protein methyltransferase activity
32YPA	5.0	S	High light inducible protein
2Z81T	5.0	S	AhpC/TSA antioxidant enzyme
3054U	5.0	S	NA
33AI5	5.0	S	NA
COG2815	5.0	S	protein serine/threonine kinase activity
COG2815	5.0	G	serine threonine protein kinase
COG1431	5.0	J	PFAM Stem cell self-renewal protein Piwi
COG1431	5.0	J	NA
COG1233	5.0	Q	COG1233 Phytoene dehydrogenase and related
COG1233	5.0	Q	all-trans-retinol 13,14-reductase activity
332IM	5.0	S	NA
COG5483	5.0	L	Protein of unknown function, DUF488
COG5483	5.0	S	Protein of unknown function, DUF488
COG2954	5.0	L	triphosphatase activity
COG2954	5.0	S	triphosphatase activity
2ZAAA	5.0	S	PFAM CAAX amino terminal protease family
334GG	5.0	S	PFAM Chlorophyll A-B binding protein
2ZMRW	5.0	S	Ycf66 protein N-terminus
31GDF	5.0	S	NA
COG1035	5.0	C	chlorophyll cycle
COG1035	5.0	C	Coenzyme F420 hydrogenase/dehydrogenase, beta subunit C terminus
32C3G	5.0	S	Domain of unknown function (DUF1824)
2ZR9C	5.0	S	NA
32S8F	5.0	S	NA
2ZE3M	5.0	S	Protein of unknown function (DUF3887)
32YEF	5.0	S	VRR-NUC domain
32UX3	5.0	S	NA
COG1797	5.0	H	cobyrinic acid a,c-diamide synthase activity
338M4	5.0	S	Protein of unknown function (DUF1997)
32GNF	5.0	S	NA
2ZBTH	5.0	S	Protein of unknown function (DUF3172)
COG2968	5.0	P	Membrane
COG2968	5.0	S	cellular response to heat
314XV	5.0	S	SPTR Conserved domain protein
32S0B	5.0	S	NA
2ZH3Z	5.0	S	NA
32TF7	5.0	S	TIGRFAM Photosystem II protein PsbQ
COG4803	5.0	E	membrane protein of uknown function UCP014873
COG4803	5.0	S	NA
32R62	5.0	S	Helix-turn-helix domain of resolvase
COG1474	5.0	LO	DNA replication
COG1474	5.0	LO	Belongs to the peptidase S16 family
32S63	5.0	S	photosynthesis
32SCF	5.0	S	MEKHLA domain
32UBP	5.0	S	NA
COG1442	5.0	M	glycosyl transferase family 8
COG1442	5.0	M	lipopolysaccharide 3-alpha-galactosyltransferase activity
31HI9	5.0	S	NA
2ZC76	5.0	S	Protein of unknown function (DUF2993)
32E0I	5.0	S	NA
COG3216	5.0	S	Uncharacterized protein conserved in bacteria (DUF2062)
COG3216	5.0	M	Uncharacterized protein conserved in bacteria (DUF2062)
COG2402	5.0	S	ribonuclease activity
COG2402	5.0	S	Toxic component of a toxin-antitoxin (TA) module. An RNase
2Z83E	5.0	S	NA
2ZYZU	5.0	S	NA
2ZNY9	5.0	S	NA
COG2929	5.0	S	Ribonuclease toxin, BrnT, of type II toxin-antitoxin system
COG4113	5.0	S	ribonuclease activity
COG4113	5.0	S	Toxic component of a toxin-antitoxin (TA) module. An RNase
336KQ	5.0	S	NA
COG4188	5.0	S	1-alkyl-2-acetylglycerophosphocholine esterase activity
COG4188	5.0	KT	dienelactone hydrolase
COG4249	5.0	NT	Peptidase C14 caspase catalytic subunit p20
COG4249	5.0	S	B-1 B cell differentiation
31WDP	5.0	S	Protein of unknown function (DUF3727)
COG5360	5.0	E	Heparinase II/III-like protein
COG5360	5.0	S	Heparinase II/III-like protein
31CJR	5.0	S	InterPro IPR014954
COG3689	5.0	S	TIGRFAM TIGR03943 family protein
COG3689	5.0	S	NA
COG5523	5.0	S	Protein of unknown function (DUF975)
COG5523	5.0	T	integral membrane protein
301T3	5.0	S	NA
COG4071	5.0	S	NA
31CPI	5.0	M	Plays a role in the repair and or biogenesis of the calcium-manganese-oxide cluster on the lumenal face of the thylakoid membrane. Its presence in a photosystem II (PSII) preparation prevents binding of some small extrinsic subunits and thus assembly of calcium-manganese-oxide cluster
COG5135	5.0	I	pyridoxamine 5-phosphate
COG5135	5.0	S	pyridoxal 5'-phosphate salvage
COG3266	5.0	S	translation initiation factor activity
COG3266	5.0	GM	domain, Protein
COG2875	5.0	H	Belongs to the precorrin methyltransferase family
COG2875	5.0	H	precorrin-4 C11-methyltransferase activity
COG0672	5.0	P	)-iron permease
COG0672	5.0	P	high-affinity ferrous iron transmembrane transporter activity
32S41	5.0	S	NA
2ZB3G	5.0	S	NA
COG1525	5.0	L	nucleic acid phosphodiester bond hydrolysis
COG1525	5.0	L	nuclease
COG4639	5.0	S	AAA domain
COG4639	5.0	Q	AAA domain
COG1637	5.0	L	endonuclease activity
COG1637	5.0	L	Cleaves both 3' and 5' ssDNA extremities of branched DNA structures
32RX4	5.0	S	Protein of unknown function (DUF3143)
3375Y	5.0	S	NA
2Z877	5.0	E	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins
2ZFNH	5.0	H	Covalently attaches a chromophore to Cys residue(s) of phycobiliproteins
COG2318	5.0	O	DinB family
COG2318	5.0	S	DinB family
COG3651	5.0	S	Uncharacterized protein conserved in bacteria (DUF2237)
COG3651	5.0	G	Uncharacterized protein conserved in bacteria (DUF2237)
COG3854	5.0	S	ATPases associated with a variety of cellular activities
COG0023	5.0	J	Translation Initiation Factor
COG0023	5.0	J	translation initiation factor activity
2Z8SJ	5.0	S	PFAM Late competence development protein ComFB
33XVQ	5.0	S	NA
COG3857	5.0	L	The heterodimer acts as both an ATP-dependent DNA helicase and an ATP-dependent, dual-direction single-stranded exonuclease. Recognizes the chi site generating a DNA molecule suitable for the initiation of homologous recombination
COG3857	5.0	L	exonuclease activity
COG1340	5.0	S	protein secretion by the type IV secretion system
COG1340	5.0	KT	protein secretion by the type IV secretion system
COG2273	5.0	G	Hydrolase Family 16
COG2273	5.0	G	xyloglucan:xyloglucosyl transferase activity
COG1708	5.0	D	protein C-terminal S-isoprenylcysteine carboxyl O-methyltransferase activity
COG1708	5.0	S	nucleotidyltransferase activity
COG2243	5.0	H	precorrin-2 c20-methyltransferase
COG3488	5.0	C	Thiol oxidoreductase
COG3488	5.0	C	Di-haem oxidoreductase, putative peroxidase
306UD	5.0	S	NA
32TUM	5.0	S	NA
32RQE	5.0	S	InterPro IPR019634
COG3772	5.0	E	lysozyme
COG3772	5.0	S	cytolysis by virus of host cell
2Z8H2	5.0	S	Alternative locus ID
31ZXI	5.0	S	Domain of unknown function (DUF4062)
COG3788	5.0	S	MAPEG family
COG3788	5.0	S	relative of glutathione S-transferase, MAPEG superfamily
COG1847	5.0	L	R3H domain protein
COG1847	5.0	S	R3H domain
COG1649	5.0	S	hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds
COG1649	5.0	F	PFAM Uncharacterised BCR, COG1649
COG5011	5.0	S	Uncharacterized protein conserved in bacteria (DUF2344)
COG5011	5.0	C	Protein conserved in bacteria
301P4	5.0	S	YlqD protein
32RTW	5.0	S	InterPro IPR019728
316YV	5.0	S	Domain of unknown function (DUF1818)
2ZC57	5.0	S	Protein of unknown function (DUF3177)
COG0426	5.0	C	domain, Protein
COG0426	5.0	C	nitric oxide reductase activity
32S8W	5.0	S	Hypothetical chloroplast protein Ycf34
COG0674	5.0	C	pyruvate-flavodoxin oxidoreductase activity
