## Mon Jun 14 10:31:56 2021
## emapper-2.1.4-2
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --data_dir /dev/shm/ -o out --output_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --temp_dir /data/shared/emapper_jobs/user_data/MM_2rpcpd43 --override -m diamond -i /data/shared/emapper_jobs/user_data/MM_2rpcpd43/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype proteins --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
tr|A0A4P6X5L0|A0A4P6X5L0_HYDPS	1211579.PP4_24640	4.1e-34	153.3	COG3210@1|root,COG3210@2|Bacteria,1RIP5@1224|Proteobacteria,1T38R@1236|Gammaproteobacteria	1236|Gammaproteobacteria	U	domain, Protein	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X179|A0A4P6X179_HYDPS	864051.BurJ1DRAFT_2178	1e-266	926.0	COG3505@1|root,COG3505@2|Bacteria,1MV1G@1224|Proteobacteria,2VH7W@28216|Betaproteobacteria,1KK0J@119065|unclassified Burkholderiales	28216|Betaproteobacteria	U	PFAM TraG	-	-	-	ko:K03205	ko03070,map03070	M00333	-	-	ko00000,ko00001,ko00002,ko02044	3.A.7	-	-	T4SS-DNA_transf
tr|A0A4P6X9U4|A0A4P6X9U4_HYDPS	1100720.ALKN01000033_gene847	0.0	1087.8	COG0021@1|root,COG0021@2|Bacteria,1MUEY@1224|Proteobacteria,2VHNX@28216|Betaproteobacteria,4AB6C@80864|Comamonadaceae	28216|Betaproteobacteria	G	Belongs to the transketolase family	tktA	-	2.2.1.1	ko:K00615	ko00030,ko00710,ko01051,ko01100,ko01110,ko01120,ko01130,ko01200,ko01230,map00030,map00710,map01051,map01100,map01110,map01120,map01130,map01200,map01230	M00004,M00007,M00165,M00167	R01067,R01641,R01830,R06590	RC00032,RC00226,RC00571,RC01560	ko00000,ko00001,ko00002,ko01000	-	-	-	Transket_pyr,Transketolase_C,Transketolase_N
tr|A0A4V1ABP7|A0A4V1ABP7_HYDPS	232721.Ajs_1831	3.3e-31	140.6	COG2127@1|root,COG2127@2|Bacteria,1MZU8@1224|Proteobacteria,2VSCU@28216|Betaproteobacteria,4AEEA@80864|Comamonadaceae	28216|Betaproteobacteria	S	Involved in the modulation of the specificity of the ClpAP-mediated ATP-dependent protein degradation	clpS	-	-	ko:K06891	-	-	-	-	ko00000	-	-	-	ClpS
tr|A0A4P6WYV7|A0A4P6WYV7_HYDPS	365046.Rta_18410	5.5e-53	213.4	COG0633@1|root,COG0633@2|Bacteria,1RHDC@1224|Proteobacteria,2VSQE@28216|Betaproteobacteria,4AE6C@80864|Comamonadaceae	28216|Betaproteobacteria	C	Ferredoxin, 2Fe-2S type, ISC system	fdx	-	-	ko:K04755	-	-	-	-	ko00000	-	-	-	Fer2
tr|A0A4P6X1R0|A0A4P6X1R0_HYDPS	1502724.FF80_00649	1.7e-116	426.0	COG1638@1|root,COG1638@2|Bacteria,1MVHI@1224|Proteobacteria,2TQVT@28211|Alphaproteobacteria,3N7SP@45401|Hyphomicrobiaceae	28211|Alphaproteobacteria	G	Bacterial extracellular solute-binding protein, family 7	-	-	-	-	-	-	-	-	-	-	-	-	DctP
tr|A0A4P6X2E3|A0A4P6X2E3_HYDPS	1458427.BAWN01000006_gene406	2.2e-244	851.7	COG0129@1|root,COG0129@2|Bacteria,1MU3T@1224|Proteobacteria,2VHH2@28216|Betaproteobacteria,4AA15@80864|Comamonadaceae	28216|Betaproteobacteria	EG	Belongs to the IlvD Edd family	edd	-	4.2.1.12	ko:K01690	ko00030,ko01100,ko01120,ko01200,map00030,map01100,map01120,map01200	M00008	R02036	RC00543	ko00000,ko00001,ko00002,ko01000	-	-	-	ILVD_EDD
tr|A0A4P6WY23|A0A4P6WY23_HYDPS	296591.Bpro_2393	3.3e-46	191.8	COG1280@1|root,COG1280@2|Bacteria,1R5K2@1224|Proteobacteria,2VPC2@28216|Betaproteobacteria,4A9ZZ@80864|Comamonadaceae	28216|Betaproteobacteria	E	PFAM Lysine exporter protein (LYSE YGGA)	-	-	-	-	-	-	-	-	-	-	-	-	LysE
tr|A0A4P6X7A9|A0A4P6X7A9_HYDPS	365046.Rta_12080	2.5e-48	198.4	COG2314@1|root,COG2314@2|Bacteria,1RD84@1224|Proteobacteria,2VSV6@28216|Betaproteobacteria,4AE86@80864|Comamonadaceae	28216|Betaproteobacteria	S	TM2 domain	-	-	-	-	-	-	-	-	-	-	-	-	TM2
tr|A0A4P6X648|A0A4P6X648_HYDPS	1504672.669784317	3.3e-65	255.0	COG3917@1|root,COG3917@2|Bacteria,1RJFB@1224|Proteobacteria,2VPYN@28216|Betaproteobacteria,4ACDE@80864|Comamonadaceae	28216|Betaproteobacteria	Q	2-hydroxychromene-2-carboxylate isomerase	-	-	-	-	-	-	-	-	-	-	-	-	DSBA
tr|A0A4P6WYX4|A0A4P6WYX4_HYDPS	1268622.AVS7_00888	2.4e-105	389.0	COG5652@1|root,COG5652@2|Bacteria,1PJUW@1224|Proteobacteria,2VHEZ@28216|Betaproteobacteria,4ABFG@80864|Comamonadaceae	28216|Betaproteobacteria	S	PFAM VanZ family protein	-	-	-	-	-	-	-	-	-	-	-	-	VanZ
tr|A0A4P6WUQ2|A0A4P6WUQ2_HYDPS	1286093.C266_23978	2.2e-116	425.6	COG2309@1|root,COG2309@2|Bacteria,1R4JS@1224|Proteobacteria,2VITA@28216|Betaproteobacteria,1K2B9@119060|Burkholderiaceae	28216|Betaproteobacteria	E	leucyl aminopeptidase, aminopeptidase T	-	-	1.13.11.9	ko:K18028	ko00760,ko01120,map00760,map01120	M00622	R09125	RC02430	ko00000,ko00001,ko00002,ko01000	-	-	-	-
tr|A0A4P6WY75|A0A4P6WY75_HYDPS	365046.Rta_26120	9.6e-283	979.5	COG0577@1|root,COG0577@2|Bacteria,1MVCT@1224|Proteobacteria,2VJAI@28216|Betaproteobacteria,4ABAA@80864|Comamonadaceae	28216|Betaproteobacteria	V	FtsX-like permease family	-	-	-	ko:K02004	-	M00258	-	-	ko00000,ko00002,ko02000	3.A.1	-	-	FtsX,MacB_PCD
tr|A0A4P6WYD7|A0A4P6WYD7_HYDPS	1175306.GWL_03760	6e-84	317.0	COG0662@1|root,COG0662@2|Bacteria,1QU63@1224|Proteobacteria,2VNQW@28216|Betaproteobacteria	28216|Betaproteobacteria	G	Cupin domain	-	-	-	-	-	-	-	-	-	-	-	-	Cupin_2
tr|A0A4P6X076|A0A4P6X076_HYDPS	1123504.JQKD01000032_gene4456	1.4e-73	283.1	COG0575@1|root,COG0575@2|Bacteria,1MWSV@1224|Proteobacteria,2VMM0@28216|Betaproteobacteria,4AAB8@80864|Comamonadaceae	28216|Betaproteobacteria	I	Belongs to the CDS family	cdsA	-	2.7.7.41	ko:K00981	ko00564,ko01100,ko01110,ko04070,map00564,map01100,map01110,map04070	M00093	R01799	RC00002	ko00000,ko00001,ko00002,ko01000	-	-	-	CTP_transf_1
tr|A0A4P6X2K5|A0A4P6X2K5_HYDPS	1538295.JY96_06390	1.4e-37	162.5	COG5591@1|root,COG5591@2|Bacteria,1N6RP@1224|Proteobacteria,2VUKK@28216|Betaproteobacteria	28216|Betaproteobacteria	S	Peptidase propeptide and YPEB domain	-	-	-	-	-	-	-	-	-	-	-	-	PepSY_2
tr|A0A4P6WUA9|A0A4P6WUA9_HYDPS	631362.Thi970DRAFT_03470	2.9e-27	127.9	2EKIU@1|root,33E8R@2|Bacteria,1NKQ1@1224|Proteobacteria,1SVTD@1236|Gammaproteobacteria	1236|Gammaproteobacteria	K	Helix-turn-helix domain	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X4J8|A0A4P6X4J8_HYDPS	1429916.X566_04075	4.7e-160	570.9	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,2TREJ@28211|Alphaproteobacteria,3JU2P@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	I	Acyl-CoA dehydrogenase, C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
tr|A0A4P6X4A4|A0A4P6X4A4_HYDPS	365044.Pnap_0736	2.8e-58	231.5	COG2010@1|root,COG2010@2|Bacteria,1RH1S@1224|Proteobacteria,2VQ9Y@28216|Betaproteobacteria,4AHIR@80864|Comamonadaceae	28216|Betaproteobacteria	C	Cytochrome C oxidase, cbb3-type, subunit III	-	-	-	-	-	-	-	-	-	-	-	-	Cytochrome_CBB3
tr|A0A4P6X420|A0A4P6X420_HYDPS	296591.Bpro_1699	5.6e-167	594.0	COG0501@1|root,COG0501@2|Bacteria,1MUXT@1224|Proteobacteria,2VI1Y@28216|Betaproteobacteria,4AA3U@80864|Comamonadaceae	28216|Betaproteobacteria	O	PFAM peptidase M48 Ste24p	htpX_2	-	3.4.24.84	ko:K06013	ko00900,ko01130,map00900,map01130	-	R09845	RC00141	ko00000,ko00001,ko01000,ko01002,ko04147	-	-	-	Peptidase_M48,Peptidase_M48_N
tr|A0A4P6WXW2|A0A4P6WXW2_HYDPS	535289.Dtpsy_2276	2.2e-93	349.0	COG1396@1|root,COG1396@2|Bacteria,1MWUC@1224|Proteobacteria,2VHIE@28216|Betaproteobacteria,4AB2F@80864|Comamonadaceae	28216|Betaproteobacteria	K	transcriptional regulator, XRE family	-	-	-	-	-	-	-	-	-	-	-	-	HTH_3,HTH_31
tr|A0A4P6WV74|A0A4P6WV74_HYDPS	1175306.GWL_18000	9.8e-109	399.8	COG3971@1|root,COG3971@2|Bacteria	2|Bacteria	Q	2-oxopent-4-enoate hydratase activity	-	-	-	-	-	-	-	-	-	-	-	-	FAA_hydrolase
tr|A0A4P6WX59|A0A4P6WX59_HYDPS	1218084.BBJK01000003_gene354	1.6e-79	302.8	COG1349@1|root,COG1349@2|Bacteria,1MXW2@1224|Proteobacteria,2VRVT@28216|Betaproteobacteria,1KGQ2@119060|Burkholderiaceae	28216|Betaproteobacteria	K	DeoR C terminal sensor domain	-	-	-	-	-	-	-	-	-	-	-	-	DeoRC,HTH_DeoR
tr|A0A4V1AB13|A0A4V1AB13_HYDPS	399795.CtesDRAFT_PD4987	4.2e-27	126.7	COG4391@1|root,COG4391@2|Bacteria,1N7QM@1224|Proteobacteria,2VVV6@28216|Betaproteobacteria,4AFCT@80864|Comamonadaceae	28216|Betaproteobacteria	S	Zinc-finger domain	-	-	-	-	-	-	-	-	-	-	-	-	zf-CHCC
tr|A0A4P6WVU7|A0A4P6WVU7_HYDPS	1218076.BAYB01000002_gene275	8.3e-49	199.9	COG3232@1|root,COG3232@2|Bacteria,1RB8A@1224|Proteobacteria,2VRSE@28216|Betaproteobacteria	28216|Betaproteobacteria	G	5-carboxymethyl-2-hydroxymuconate isomerase	hpaF	-	5.3.3.10	ko:K01826	ko00350,ko01120,ko01220,map00350,map01120,map01220	M00533	R04379,R04482	RC01141,RC01162	ko00000,ko00001,ko00002,ko01000	-	-	-	CHMI
tr|A0A4P6WXH5|A0A4P6WXH5_HYDPS	397945.Aave_2764	2.7e-292	1011.1	COG3505@1|root,COG3505@2|Bacteria,1MVGD@1224|Proteobacteria,2VN54@28216|Betaproteobacteria,4AHCH@80864|Comamonadaceae	28216|Betaproteobacteria	U	TraM recognition site of TraD and TraG	-	-	-	-	-	-	-	-	-	-	-	-	TraG-D_C
tr|A0A4P6WXI1|A0A4P6WXI1_HYDPS	1286093.C266_22485	1.3e-229	802.4	COG2721@1|root,COG2721@2|Bacteria,1MU9V@1224|Proteobacteria,2VHJB@28216|Betaproteobacteria,1K0EB@119060|Burkholderiaceae	28216|Betaproteobacteria	G	PFAM D-galactarate dehydratase Altronate hydrolase domain protein	garD	-	4.2.1.42,4.4.1.24	ko:K01708,ko:K16846	ko00053,ko00270,map00053,map00270	-	R05608,R07633	RC00543,RC01785	ko00000,ko00001,ko01000	-	-	-	GD_AH_C,SAF
tr|A0A4P6WU31|A0A4P6WU31_HYDPS	365046.Rta_33510	2.9e-148	531.9	COG0612@1|root,COG0612@2|Bacteria,1MVST@1224|Proteobacteria,2VHVB@28216|Betaproteobacteria,4AABQ@80864|Comamonadaceae	28216|Betaproteobacteria	S	PFAM peptidase M16 domain protein	-	-	-	ko:K07263	-	-	-	-	ko00000,ko01000,ko01002	-	-	-	Peptidase_M16,Peptidase_M16_C
tr|A0A4P6X1W1|A0A4P6X1W1_HYDPS	1100720.ALKN01000033_gene625	1.6e-194	685.6	COG0168@1|root,COG0168@2|Bacteria,1MUIJ@1224|Proteobacteria,2VH82@28216|Betaproteobacteria,4AAKU@80864|Comamonadaceae	28216|Betaproteobacteria	P	Low-affinity potassium transport system. Interacts with Trk system potassium uptake protein TrkA	trkH	-	-	ko:K03498	-	-	-	-	ko00000,ko02000	2.A.38.1,2.A.38.4	-	-	TrkH
tr|A0A4P6WZ02|A0A4P6WZ02_HYDPS	1123504.JQKD01000022_gene135	7.1e-25	119.8	COG2938@1|root,COG2938@2|Bacteria,1N2AS@1224|Proteobacteria,2VVYR@28216|Betaproteobacteria,4AFH3@80864|Comamonadaceae	28216|Betaproteobacteria	S	Flavinator of succinate dehydrogenase	-	-	-	ko:K09159	-	-	-	-	ko00000,ko02048	-	-	-	Sdh5
tr|A0A4P6WX14|A0A4P6WX14_HYDPS	1219031.BBJR01000035_gene736	0.0	1642.1	COG0525@1|root,COG0525@2|Bacteria,1MV7B@1224|Proteobacteria,2VH5Z@28216|Betaproteobacteria,4A9KW@80864|Comamonadaceae	28216|Betaproteobacteria	J	amino acids such as threonine, to avoid such errors, it has a posttransfer editing activity that hydrolyzes mischarged Thr-tRNA(Val) in a tRNA-dependent manner	valS	-	6.1.1.9	ko:K01873	ko00970,map00970	M00359,M00360	R03665	RC00055,RC00523	ko00000,ko00001,ko00002,ko01000,ko01007,ko03016	-	-	-	Anticodon_1,Val_tRNA-synt_C,tRNA-synt_1
tr|A0A4P6WRT2|A0A4P6WRT2_HYDPS	543728.Vapar_5912	1.3e-179	636.0	COG3550@1|root,COG3550@2|Bacteria,1PR6E@1224|Proteobacteria,2VJK8@28216|Betaproteobacteria,4AE8A@80864|Comamonadaceae	28216|Betaproteobacteria	S	PFAM HipA domain protein	-	-	2.7.11.1	ko:K07154	-	-	-	-	ko00000,ko01000,ko01001,ko02048	-	-	-	Couple_hipA,HipA_C
tr|A0A4P6X258|A0A4P6X258_HYDPS	1123504.JQKD01000004_gene5010	3.4e-193	681.0	COG1960@1|root,COG1960@2|Bacteria,1QYS4@1224|Proteobacteria,2W08A@28216|Betaproteobacteria	28216|Betaproteobacteria	I	Acyl-CoA dehydrogenase, C-terminal domain	-	-	-	-	-	-	-	-	-	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M
tr|A0A4P6WXE4|A0A4P6WXE4_HYDPS	1485544.JQKP01000008_gene1763	1.6e-271	941.4	COG1850@1|root,COG1850@2|Bacteria,1MWEB@1224|Proteobacteria,2VJF4@28216|Betaproteobacteria,44W9J@713636|Nitrosomonadales	28216|Betaproteobacteria	G	Ribulose bisphosphate carboxylase large chain, catalytic domain	cbbL	-	4.1.1.39	ko:K01601	ko00630,ko00710,ko01100,ko01120,ko01200,map00630,map00710,map01100,map01120,map01200	M00165,M00166,M00532	R00024,R03140	RC00172,RC00859	ko00000,ko00001,ko00002,ko01000	-	-	-	RuBisCO_large,RuBisCO_large_N
tr|A0A4V1ABU0|A0A4V1ABU0_HYDPS	1169143.KB911046_gene292	2e-73	282.0	COG0346@1|root,COG0346@2|Bacteria,1RDVE@1224|Proteobacteria,2VREX@28216|Betaproteobacteria,1K4T8@119060|Burkholderiaceae	28216|Betaproteobacteria	E	PFAM Glyoxalase bleomycin resistance protein dioxygenase	-	-	-	-	-	-	-	-	-	-	-	-	Glyoxalase
tr|A0A4P6X2S7|A0A4P6X2S7_HYDPS	864051.BurJ1DRAFT_2179	1.4e-156	559.3	COG0630@1|root,COG0630@2|Bacteria,1R82Y@1224|Proteobacteria,2WFR0@28216|Betaproteobacteria,1KPCB@119065|unclassified Burkholderiales	28216|Betaproteobacteria	NU	TIGRFAM P-type DNA transfer ATPase VirB11	virB11	-	-	ko:K03196,ko:K12083	ko03070,ko05120,map03070,map05120	M00333,M00564	-	-	ko00000,ko00001,ko00002,ko02044	3.A.7,3.A.7.3.1	-	-	T2SSE
tr|A0A4P6X0Y1|A0A4P6X0Y1_HYDPS	614083.AWQR01000005_gene1184	0.0	1078.9	COG2987@1|root,COG2987@2|Bacteria,1MU4W@1224|Proteobacteria,2VK3E@28216|Betaproteobacteria,4ABE7@80864|Comamonadaceae	28216|Betaproteobacteria	H	Catalyzes the conversion of urocanate to 4-imidazolone- 5-propionate	hutU	-	4.2.1.49	ko:K01712	ko00340,ko01100,map00340,map01100	M00045	R02914	RC00804	ko00000,ko00001,ko00002,ko01000	-	-	-	Urocanase,Urocanase_C,Urocanase_N
tr|A0A4P6X3T6|A0A4P6X3T6_HYDPS	420662.Mpe_B0075	2e-29	135.6	2BXJR@1|root,33291@2|Bacteria,1N6J3@1224|Proteobacteria,2VUJD@28216|Betaproteobacteria	28216|Betaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4P6X583|A0A4P6X583_HYDPS	59538.XP_005978449.1	7.8e-311	1072.4	COG0008@1|root,KOG1148@2759|Eukaryota,38CYZ@33154|Opisthokonta,3BAI9@33208|Metazoa,3CVNC@33213|Bilateria,484Q8@7711|Chordata,48YXG@7742|Vertebrata,3J4HE@40674|Mammalia	33208|Metazoa	J	glutamine-tRNA ligase activity	-	-	-	-	-	-	-	-	-	-	-	-	tRNA-synt_1c,tRNA-synt_1c_C
tr|A0A4P6X507|A0A4P6X507_HYDPS	1100721.ALKO01000017_gene1625	2.7e-156	558.1	COG0598@1|root,COG0598@2|Bacteria,1MWMP@1224|Proteobacteria,2VHH3@28216|Betaproteobacteria,4AAVW@80864|Comamonadaceae	28216|Betaproteobacteria	P	Mediates influx of magnesium ions	corA	-	-	ko:K03284	-	-	-	-	ko00000,ko02000	1.A.35.1,1.A.35.3	-	-	CorA
tr|A0A4V1ABX0|A0A4V1ABX0_HYDPS	1121116.KB894765_gene827	1.3e-80	307.0	2EYKX@1|root,33RUH@2|Bacteria,1NRN1@1224|Proteobacteria	1224|Proteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
tr|A0A4V1AB42|A0A4V1AB42_HYDPS	365044.Pnap_3619	2e-123	448.7	COG1024@1|root,COG1024@2|Bacteria,1MXHV@1224|Proteobacteria,2VHSP@28216|Betaproteobacteria,4AC2J@80864|Comamonadaceae	28216|Betaproteobacteria	I	Belongs to the enoyl-CoA hydratase isomerase family	abmC	-	-	-	-	-	-	-	-	-	-	-	ECH_1
tr|A0A4P6WUV5|A0A4P6WUV5_HYDPS	62928.azo1154	1.6e-79	302.8	COG1346@1|root,COG1346@2|Bacteria,1MV81@1224|Proteobacteria,2VH4N@28216|Betaproteobacteria,2KVYR@206389|Rhodocyclales	206389|Rhodocyclales	M	of murein hydrolase	-	-	-	-	-	-	-	-	-	-	-	-	LrgB
tr|A0A4P6WYW1|A0A4P6WYW1_HYDPS	296591.Bpro_4500	1.4e-186	659.1	COG1593@1|root,COG1593@2|Bacteria,1MU0F@1224|Proteobacteria,2VHJP@28216|Betaproteobacteria,4A9YS@80864|Comamonadaceae	28216|Betaproteobacteria	G	PFAM TRAP C4-dicarboxylate transport system permease DctM subunit	-	-	-	ko:K21393	-	-	-	-	ko00000,ko02000	2.A.56.1	-	-	DctM
tr|A0A4P6X4K9|A0A4P6X4K9_HYDPS	1123504.JQKD01000004_gene5163	9.8e-52	209.5	COG1545@1|root,COG1545@2|Bacteria,1N7HH@1224|Proteobacteria,2VT0N@28216|Betaproteobacteria,4AEYX@80864|Comamonadaceae	28216|Betaproteobacteria	S	Rubredoxin-like zinc ribbon domain (DUF35_N)	-	-	-	ko:K07068	-	-	-	-	ko00000	-	-	-	DUF35_N,OB_aCoA_assoc
tr|A0A4P6WW62|A0A4P6WW62_HYDPS	296591.Bpro_2993	2.9e-112	411.8	COG1804@1|root,COG1804@2|Bacteria,1R59M@1224|Proteobacteria,2VHQW@28216|Betaproteobacteria,4A9YI@80864|Comamonadaceae	28216|Betaproteobacteria	C	PFAM L-carnitine dehydratase bile acid-inducible protein F	-	-	-	-	-	-	-	-	-	-	-	-	CoA_transf_3
tr|A0A4P6WYA8|A0A4P6WYA8_HYDPS	1276756.AUEX01000001_gene1058	1e-103	383.3	COG1526@1|root,COG1526@2|Bacteria,1MY28@1224|Proteobacteria,2VK94@28216|Betaproteobacteria,4AA9S@80864|Comamonadaceae	28216|Betaproteobacteria	C	Required for formate dehydrogenase (FDH) activity. Acts as a sulfur carrier protein that transfers sulfur from IscS to the molybdenum cofactor prior to its insertion into FDH	fdhD	-	-	ko:K02379	-	-	-	-	ko00000	-	-	-	FdhD-NarQ
tr|A0A4P6X7C6|A0A4P6X7C6_HYDPS	1287276.X752_20295	4.2e-39	167.5	2E31J@1|root,32Y1Y@2|Bacteria,1N745@1224|Proteobacteria,2VGX8@28211|Alphaproteobacteria	28211|Alphaproteobacteria	S	MAPEG family	-	-	-	-	-	-	-	-	-	-	-	-	MAPEG
tr|A0A4P6X8X8|A0A4P6X8X8_HYDPS	399795.CtesDRAFT_PD4611	2.7e-216	757.7	COG1960@1|root,COG1960@2|Bacteria,1MUDR@1224|Proteobacteria,2VHD3@28216|Betaproteobacteria,4A9Q4@80864|Comamonadaceae	28216|Betaproteobacteria	C	PFAM acyl-CoA dehydrogenase domain protein	ivd	-	1.3.8.4	ko:K00253	ko00280,ko01100,map00280,map01100	M00036	R04095	RC00246	ko00000,ko00001,ko00002,ko01000	-	-	-	Acyl-CoA_dh_1,Acyl-CoA_dh_M,Acyl-CoA_dh_N
tr|A0A4P6X4G5|A0A4P6X4G5_HYDPS	296591.Bpro_5279	1.6e-205	721.8	COG0183@1|root,COG0183@2|Bacteria,1MUZV@1224|Proteobacteria,2VNPV@28216|Betaproteobacteria,4ABDT@80864|Comamonadaceae	28216|Betaproteobacteria	I	thiolase	-	-	-	-	-	-	-	-	-	-	-	-	Thiolase_C
tr|A0A4V1ABY5|A0A4V1ABY5_HYDPS	1268622.AVS7_00379	1.9e-162	578.6	COG0306@1|root,COG0306@2|Bacteria,1MVXK@1224|Proteobacteria,2VI71@28216|Betaproteobacteria,4AA1C@80864|Comamonadaceae	28216|Betaproteobacteria	P	PFAM phosphate transporter	pit	-	-	ko:K03306	-	-	-	-	ko00000	2.A.20	-	-	PHO4
tr|A0A4P6WV87|A0A4P6WV87_HYDPS	365044.Pnap_1117	2.1e-128	465.3	COG3186@1|root,COG3186@2|Bacteria,1MU29@1224|Proteobacteria,2VMHF@28216|Betaproteobacteria,4AABV@80864|Comamonadaceae	28216|Betaproteobacteria	C	PFAM aromatic amino acid	phhA	GO:0003674,GO:0003824,GO:0004497,GO:0004505,GO:0008150,GO:0008152,GO:0016491,GO:0016705,GO:0016714,GO:0055114	1.14.16.1	ko:K00500	ko00360,ko00400,ko00790,ko01100,ko01230,map00360,map00400,map00790,map01100,map01230	-	R01795,R07211	RC00490	ko00000,ko00001,ko01000	-	-	-	Biopterin_H
tr|A0A4P6WYM9|A0A4P6WYM9_HYDPS	1123393.KB891316_gene2063	8.2e-97	360.1	COG0500@1|root,COG2226@2|Bacteria,1MVXG@1224|Proteobacteria,2VM9F@28216|Betaproteobacteria,1KT70@119069|Hydrogenophilales	119069|Hydrogenophilales	Q	ubiE/COQ5 methyltransferase family	-	-	2.1.1.163,2.1.1.201	ko:K03183	ko00130,ko01100,ko01110,map00130,map01100,map01110	M00116,M00117	R04990,R04993,R06859,R08774,R09736	RC00003,RC01253,RC01662	ko00000,ko00001,ko00002,ko01000	-	-	-	Ubie_methyltran
tr|A0A4V1ABK1|A0A4V1ABK1_HYDPS	398578.Daci_2988	4.8e-73	280.8	COG0779@1|root,COG0779@2|Bacteria,1RDP2@1224|Proteobacteria,2VSRT@28216|Betaproteobacteria,4ABC7@80864|Comamonadaceae	28216|Betaproteobacteria	J	Required for maturation of 30S ribosomal subunits	rimP	-	-	ko:K09748	-	-	-	-	ko00000,ko03009	-	-	-	DUF150,DUF150_C
tr|A0A4P6X0J6|A0A4P6X0J6_HYDPS	1268622.AVS7_01908	1.3e-125	456.1	COG0625@1|root,COG0625@2|Bacteria,1P71B@1224|Proteobacteria,2VJ3I@28216|Betaproteobacteria,4AB01@80864|Comamonadaceae	28216|Betaproteobacteria	O	Glutathione S-transferase, N-terminal domain	-	-	2.5.1.18	ko:K00799	ko00480,ko00980,ko00982,ko00983,ko01524,ko05200,ko05204,ko05225,ko05418,map00480,map00980,map00982,map00983,map01524,map05200,map05204,map05225,map05418	-	R03522,R07002,R07003,R07004,R07023,R07024,R07025,R07026,R07069,R07070,R07083,R07084,R07091,R07092,R07093,R07094,R07100,R07113,R07116,R08280,R09409,R11905	RC00004,RC00069,RC00840,RC00948,RC01704,RC01705,RC01706,RC01758,RC01759,RC01765,RC01767,RC01769,RC02243,RC02527,RC02939,RC02940,RC02942,RC02943,RC02944	ko00000,ko00001,ko01000,ko02000	1.A.12.2.2,1.A.12.3.2	-	-	GST_C_2,GST_N_3
tr|A0A4P6WRD7|A0A4P6WRD7_HYDPS	1100721.ALKO01000008_gene2592	9.1e-98	363.2	COG0461@1|root,COG0461@2|Bacteria,1MW6F@1224|Proteobacteria,2VH9U@28216|Betaproteobacteria,4AAMG@80864|Comamonadaceae	28216|Betaproteobacteria	F	Catalyzes the transfer of a ribosyl phosphate group from 5-phosphoribose 1-diphosphate to orotate, leading to the formation of orotidine monophosphate (OMP)	pyrE	-	2.4.2.10	ko:K00762	ko00240,ko01100,map00240,map01100	M00051	R01870	RC00611	ko00000,ko00001,ko00002,ko01000	-	-	-	Pribosyltran
tr|A0A4P6WT49|A0A4P6WT49_HYDPS	1219031.BBJR01000039_gene2767	5e-60	237.3	COG0219@1|root,COG0219@2|Bacteria,1RCY4@1224|Proteobacteria,2VR5W@28216|Betaproteobacteria,4ADKI@80864|Comamonadaceae	28216|Betaproteobacteria	J	Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide	trmL	-	2.1.1.207	ko:K03216	-	-	-	-	ko00000,ko01000,ko03016	-	-	-	SpoU_methylase
tr|A0A4P6WZW0|A0A4P6WZW0_HYDPS	358220.C380_10450	1.5e-161	575.5	COG0329@1|root,COG0329@2|Bacteria,1MWV5@1224|Proteobacteria,2VIEI@28216|Betaproteobacteria,4AARS@80864|Comamonadaceae	28216|Betaproteobacteria	EM	Belongs to the DapA family	-	-	4.2.1.43,4.3.3.7	ko:K01714,ko:K13876	ko00053,ko00261,ko00300,ko01100,ko01110,ko01120,ko01130,ko01230,map00053,map00261,map00300,map01100,map01110,map01120,map01130,map01230	M00016,M00525,M00526,M00527	R02278,R10147	RC00429,RC03062,RC03063	ko00000,ko00001,ko00002,ko01000	-	-	-	DHDPS
